sal_code_2021,name,state,population,suburb_area_sq_km,Median_rent_weekly_x,Median_rent_weekly_y,median_rent_weekly
SAL10361,Binalong,NSW,550.0,416.9,280.0,280.0,280.0
SAL10362,Binda,NSW,291.0,555.29,230.0,230.0,230.0
SAL10363,Bindera,NSW,32.0,62.58,120.0,120.0,120.0
SAL10364,Bingara,NSW,1318.0,359.15,200.0,200.0,200.0
SAL10365,Bingeebeebra Creek,NSW,39.0,32.02,0.0,0.0,0.0
SAL10366,Bingie,NSW,205.0,16.01,273.0,273.0,273.0
SAL10367,Bingleburra,NSW,36.0,96.64,450.0,450.0,450.0
SAL10368,Biniguy,NSW,159.0,409.68,180.0,180.0,180.0
SAL10369,Binjura,NSW,339.0,36.37,425.0,425.0,425.0
SAL10370,Binna Burra (Nsw),NSW,223.0,14.87,400.0,400.0,400.0
SAL10371,Binnaway,NSW,658.0,1230.02,150.0,150.0,150.0
SAL10372,Binya,NSW,122.0,1016.97,250.0,250.0,250.0
SAL10373,Birchgrove,NSW,3228.0,0.85,700.0,700.0,700.0
SAL10374,Birdwood (Nsw),NSW,34.0,111.18,250.0,250.0,250.0
SAL10375,Birganbigil,NSW,59.0,140.24,100.0,100.0,100.0
SAL10376,Birmingham Gardens,NSW,2598.0,1.12,380.0,380.0,380.0
SAL10377,Birriwa,NSW,45.0,107.92,270.0,270.0,270.0
SAL10378,Birrong,NSW,3331.0,1.74,440.0,440.0,440.0
SAL10379,Bishops Bridge,NSW,218.0,20.66,185.0,185.0,185.0
SAL10380,Bithramere,NSW,163.0,95.85,350.0,350.0,350.0
SAL10381,Black Creek (Port Macquarie-Hastings - Nsw),NSW,47.0,76.56,0.0,0.0,0.0
SAL10382,Black Creek (Snowy Valleys - Nsw),NSW,16.0,16.53,0.0,0.0,0.0
SAL10383,Black Head,NSW,972.0,4.27,375.0,375.0,375.0
SAL10384,Black Hill (Nsw),NSW,516.0,64.91,586.0,586.0,586.0
SAL10385,Black Hollow,NSW,11.0,199.14,0.0,0.0,0.0
SAL10386,Black Mountain (Nsw),NSW,291.0,299.7,225.0,225.0,225.0
SAL10387,Black Range (Nsw),NSW,230.0,20.75,380.0,380.0,380.0
SAL10388,Black Springs (Nsw),NSW,227.0,252.44,200.0,200.0,200.0
SAL10389,Blackalls Park,NSW,2812.0,4.33,350.0,350.0,350.0
SAL10390,Blackbutt (Nsw),NSW,3291.0,3.81,420.0,420.0,420.0
SAL10391,Blackett,NSW,3586.0,1.54,310.0,310.0,310.0
SAL10392,Blackheath,NSW,4672.0,47.12,380.0,380.0,380.0
SAL10393,Blackmans Flat,NSW,22.0,47.36,360.0,360.0,360.0
SAL10394,Blackmans Point,NSW,178.0,16.77,260.0,260.0,260.0
SAL10395,Blacksmiths,NSW,1881.0,2.78,390.0,390.0,390.0
SAL10396,Blacktown,NSW,50961.0,23.31,400.0,400.0,400.0
SAL10397,Blackville,NSW,128.0,385.76,172.0,172.0,172.0
SAL10398,Blackwall (Nsw),NSW,1941.0,1.65,390.0,390.0,390.0
SAL10399,Blair Athol (Nsw),NSW,2725.0,1.32,470.0,470.0,470.0
SAL10400,Blairmount,NSW,409.0,4.28,385.0,385.0,385.0
SAL10401,Blakebrook,NSW,132.0,20.42,335.0,335.0,335.0
SAL10402,Blakehurst,NSW,6652.0,3.36,600.0,600.0,600.0
SAL10403,Blakney Creek,NSW,92.0,269.06,350.0,350.0,350.0
SAL10404,Bland,NSW,61.0,447.62,0.0,0.0,0.0
SAL10405,Blandford,NSW,205.0,131.7,200.0,200.0,200.0
SAL10406,Blaxland (Nsw),NSW,7434.0,14.03,420.0,420.0,420.0
SAL10407,Blaxlands Creek,NSW,113.0,142.96,275.0,275.0,275.0
SAL10408,Blaxlands Ridge,NSW,589.0,60.54,470.0,470.0,470.0
SAL10409,Blayney,NSW,3448.0,265.73,265.0,265.0,265.0
SAL10410,Bligh Park,NSW,6220.0,3.06,410.0,410.0,410.0
SAL10411,Blighty,NSW,192.0,336.71,124.0,124.0,124.0
SAL10412,Blowering,NSW,3.0,251.5,0.0,0.0,0.0
SAL10413,Blue Bay,NSW,1060.0,0.68,380.0,380.0,380.0
SAL10414,Blue Haven,NSW,6563.0,3.62,420.0,420.0,420.0
SAL10415,Blue Knob,NSW,210.0,25.81,250.0,250.0,250.0
SAL10416,Blue Mountains National Park,NSW,0.0,3431.63,0.0,0.0,0.0
SAL10417,Blue Nobby,NSW,25.0,262.63,0.0,0.0,0.0
SAL10418,Blue Vale,NSW,81.0,278.03,325.0,325.0,325.0
SAL10419,Blueys Beach,NSW,242.0,3.95,255.0,255.0,255.0
SAL10420,Boambee,NSW,1770.0,17.42,315.0,315.0,315.0
SAL10421,Boambee East,NSW,5304.0,4.93,410.0,410.0,410.0
SAL10422,Boambolo,NSW,79.0,134.09,330.0,330.0,330.0
SAL10423,Boat Harbour (Lismore - Nsw),NSW,19.0,2.11,590.0,590.0,590.0
SAL10424,Boat Harbour (Port Stephens - Nsw),NSW,993.0,3.06,470.0,470.0,470.0
SAL10425,Bobadah,NSW,30.0,1915.06,0.0,0.0,0.0
SAL10426,Bobin,NSW,141.0,72.43,216.0,216.0,216.0
SAL10427,Bobs Creek,NSW,119.0,15.35,550.0,550.0,550.0
SAL10428,Bobs Farm,NSW,662.0,53.83,196.0,196.0,196.0
SAL10429,Bobundara,NSW,27.0,199.7,270.0,270.0,270.0
SAL10430,Boco,NSW,16.0,136.76,0.0,0.0,0.0
SAL10431,Bocoble,NSW,132.0,38.25,335.0,335.0,335.0
SAL10432,Bocobra,NSW,60.0,144.46,150.0,150.0,150.0
SAL10433,Bodalla,NSW,808.0,389.41,275.0,275.0,275.0
SAL10434,Bodangora,NSW,74.0,219.05,220.0,220.0,220.0
SAL10435,Boeill Creek,NSW,89.0,31.89,225.0,225.0,225.0
SAL10436,Bogan,NSW,44.0,664.91,0.0,0.0,0.0
SAL10437,Bogan Gate,NSW,269.0,636.67,200.0,200.0,200.0
SAL10438,Bogangar,NSW,3313.0,8.73,460.0,460.0,460.0
SAL10439,Bogee,NSW,82.0,156.57,180.0,180.0,180.0
SAL10440,Boggabilla,NSW,1022.0,1749.2,155.0,155.0,155.0
SAL10441,Boggabri,NSW,1203.0,1164.7,300.0,300.0,300.0
SAL10442,Bogong Peaks Wilderness,NSW,0.0,387.16,0.0,0.0,0.0
SAL10443,Bohena Creek,NSW,214.0,266.11,200.0,200.0,200.0
SAL10444,Bohnock,NSW,83.0,1.56,250.0,250.0,250.0
SAL10445,Bolaro,NSW,31.0,195.37,360.0,360.0,360.0
SAL10446,Bolivia,NSW,74.0,382.64,140.0,140.0,140.0
SAL10447,Bolong,NSW,94.0,24.42,335.0,335.0,335.0
SAL10448,Bolton Point,NSW,2124.0,2.4,267.0,267.0,267.0
SAL10449,Bolwarra (Nsw),NSW,1350.0,6.33,440.0,440.0,440.0
SAL10450,Bolwarra Heights,NSW,3436.0,10.23,420.0,420.0,420.0
SAL10451,Bom Bom,NSW,0.0,32.23,280.0,280.0,280.0
SAL10452,Bomaderry,NSW,6738.0,11.09,310.0,310.0,310.0
SAL10453,Bombah Point,NSW,24.0,76.64,260.0,260.0,260.0
SAL10454,Bombala,NSW,1372.0,187.48,215.0,215.0,215.0
SAL10455,Bombay,NSW,142.0,241.02,290.0,290.0,290.0
SAL10456,Bombira,NSW,504.0,9.95,380.0,380.0,380.0
SAL10457,Bombo,NSW,175.0,2.66,610.0,610.0,610.0
SAL10458,Bombowlee,NSW,291.0,41.97,325.0,325.0,325.0
SAL10459,Bombowlee Creek,NSW,52.0,32.13,290.0,290.0,290.0
SAL10460,Bomen,NSW,40.0,40.94,150.0,150.0,150.0
SAL10461,Bonalbo,NSW,338.0,112.04,210.0,210.0,210.0
SAL10462,Bondi,NSW,10411.0,1.26,656.0,656.0,656.0
SAL10463,Bondi Beach,NSW,11513.0,1.77,675.0,675.0,675.0
SAL10464,Bondi Forest,NSW,0.0,254.64,0.0,0.0,0.0
SAL10465,Bondi Junction,NSW,10361.0,1.57,660.0,660.0,660.0
SAL10466,Bonnells Bay,NSW,4066.0,4.68,400.0,400.0,400.0
SAL10467,Bonnet Bay,NSW,2238.0,1.65,700.0,700.0,700.0
SAL10468,Bonny Hills,NSW,3045.0,28.68,445.0,445.0,445.0
SAL10469,Bonnyrigg,NSW,9785.0,4.43,374.0,374.0,374.0
SAL10470,Bonnyrigg Heights,NSW,7369.0,3.13,450.0,450.0,450.0
SAL10471,Bonshaw (Nsw),NSW,133.0,566.66,200.0,200.0,200.0
SAL10472,Bonville,NSW,2939.0,92.86,465.0,465.0,465.0
SAL10473,Booerie Creek,NSW,130.0,16.63,245.0,245.0,245.0
SAL10474,Book Book,NSW,130.0,239.17,150.0,150.0,150.0
SAL10475,Booker Bay,NSW,1442.0,0.71,400.0,400.0,400.0
SAL10476,Bookham,NSW,127.0,312.94,250.0,250.0,250.0
SAL10477,Bookookoorara,NSW,0.0,14.19,0.0,0.0,0.0
SAL10478,Bookram,NSW,0.0,87.85,0.0,0.0,0.0
SAL10479,Boolambayte,NSW,85.0,126.44,315.0,315.0,315.0
SAL10480,Boolaroo,NSW,1636.0,3.86,400.0,400.0,400.0
SAL10481,Boolcarroll,NSW,25.0,189.69,175.0,175.0,175.0
SAL10482,Booligal,NSW,98.0,6548.48,150.0,150.0,150.0
SAL10483,Boolijah,NSW,0.0,164.11,0.0,0.0,0.0
SAL10484,Boomanoomana,NSW,116.0,376.37,230.0,230.0,230.0
SAL10485,Boomerang Beach,NSW,423.0,2.73,350.0,350.0,350.0
SAL10486,Boomey,NSW,88.0,131.87,200.0,200.0,200.0
SAL10487,Boomi,NSW,207.0,1413.99,133.0,133.0,133.0
SAL10488,Boomi Creek,NSW,14.0,104.79,0.0,0.0,0.0
SAL10489,Boona Mount,NSW,46.0,557.9,80.0,80.0,80.0
SAL10490,Boonal,NSW,51.0,347.77,200.0,200.0,200.0
SAL10491,Boonoo Boonoo,NSW,19.0,352.44,0.0,0.0,0.0
SAL10492,Boorabee Park,NSW,146.0,55.76,335.0,335.0,335.0
SAL10493,Booragul,NSW,1623.0,1.77,320.0,320.0,320.0
SAL10494,Booral (Nsw),NSW,457.0,198.17,310.0,310.0,310.0
SAL10495,Boorga,NSW,27.0,369.47,0.0,0.0,0.0
SAL10496,Boorganna,NSW,24.0,71.87,135.0,135.0,135.0
SAL10497,Boorolong,NSW,71.0,365.27,290.0,290.0,290.0
SAL10498,Boorook,NSW,20.0,567.15,23.0,23.0,23.0
SAL10499,Boorooma,NSW,1741.0,2.25,415.0,415.0,415.0
SAL10500,Booroorban,NSW,36.0,1926.97,0.0,0.0,0.0
SAL10501,Boorowa,NSW,1888.0,1111.25,245.0,245.0,245.0
SAL10502,Bootawa,NSW,174.0,37.87,285.0,285.0,285.0
SAL10503,Booti Booti,NSW,0.0,3.58,0.0,0.0,0.0
SAL10504,Booyong,NSW,84.0,12.14,460.0,460.0,460.0
SAL10505,Bora Ridge,NSW,107.0,74.83,300.0,300.0,300.0
SAL10506,Borah Creek,NSW,22.0,184.05,0.0,0.0,0.0
SAL10507,Borambola,NSW,117.0,220.74,205.0,205.0,205.0
SAL10508,Border Ranges,NSW,0.0,122.16,0.0,0.0,0.0
SAL10509,Boree,NSW,93.0,68.12,0.0,0.0,0.0
SAL10510,Boree Creek,NSW,204.0,1126.9,220.0,220.0,220.0
SAL10511,Borenore,NSW,476.0,126.34,250.0,250.0,250.0
SAL10512,Boro,NSW,97.0,91.12,468.0,468.0,468.0
SAL10513,Bossley Park,NSW,15492.0,6.59,465.0,465.0,465.0
SAL10514,Bostobrick,NSW,132.0,88.83,175.0,175.0,175.0
SAL10515,Botany,NSW,12960.0,4.68,550.0,550.0,550.0
SAL10516,Botobolar,NSW,131.0,136.28,0.0,0.0,0.0
SAL10517,Bottle Creek,NSW,42.0,33.66,38.0,38.0,38.0
SAL10518,Bouddi,NSW,5.0,10.16,300.0,300.0,300.0
SAL10519,Bourbah,NSW,42.0,599.13,0.0,0.0,0.0
SAL10520,Bourke,NSW,1699.0,5216.18,180.0,180.0,180.0
SAL10521,Bourkelands,NSW,3113.0,3.15,360.0,360.0,360.0
SAL10522,Bournda,NSW,127.0,128.87,270.0,270.0,270.0
SAL10523,Bournewood,NSW,60.0,164.52,213.0,213.0,213.0
SAL10524,Bow Bowing,NSW,1606.0,1.11,420.0,420.0,420.0
SAL10525,Bowan Park,NSW,106.0,92.17,375.0,375.0,375.0
SAL10526,Bowen Mountain,NSW,1609.0,28.91,400.0,400.0,400.0
SAL10527,Bowenfels,NSW,2049.0,31.46,185.0,185.0,185.0
SAL10528,Bowling Alley Point,NSW,21.0,50.42,93.0,93.0,93.0
SAL10529,Bowman,NSW,139.0,84.17,260.0,260.0,260.0
SAL10530,Bowman Farm,NSW,41.0,64.81,265.0,265.0,265.0
SAL10531,Bowmans Creek,NSW,17.0,95.69,0.0,0.0,0.0
SAL10532,Bowna,NSW,115.0,178.74,275.0,275.0,275.0
SAL10533,Bowning,NSW,619.0,434.52,330.0,330.0,330.0
SAL10534,Bowral,NSW,10764.0,54.86,500.0,500.0,500.0
SAL10535,Bowraville,NSW,1157.0,37.65,260.0,260.0,260.0
SAL10536,Box Head,NSW,0.0,2.83,0.0,0.0,0.0
SAL10537,Box Hill (Nsw),NSW,6450.0,13.11,580.0,580.0,580.0
SAL10538,Boxers Creek,NSW,259.0,117.09,290.0,290.0,290.0
SAL10539,Boydtown,NSW,75.0,14.73,127.0,127.0,127.0
SAL10540,Bradbury (Nsw),NSW,9433.0,5.18,385.0,385.0,385.0
SAL10541,Braefield,NSW,64.0,28.17,0.0,0.0,0.0
SAL10542,Braemar,NSW,966.0,3.37,570.0,570.0,570.0
SAL10543,Braemar Bay,NSW,16.0,104.13,0.0,0.0,0.0
SAL10544,Braidwood,NSW,1720.0,354.2,345.0,345.0,345.0
SAL10545,Brandy Hill,NSW,713.0,13.19,538.0,538.0,538.0
SAL10546,Branxton,NSW,2255.0,45.1,350.0,350.0,350.0
SAL10547,Braunstone,NSW,284.0,64.95,300.0,300.0,300.0
SAL10548,Brawboy,NSW,18.0,85.29,400.0,400.0,400.0
SAL10549,Bray Park (Nsw),NSW,822.0,1.25,350.0,350.0,350.0
SAL10550,Brays Creek,NSW,119.0,21.34,355.0,355.0,355.0
SAL10551,Brayton,NSW,208.0,135.61,300.0,300.0,300.0
SAL10552,Breadalbane (Nsw),NSW,107.0,210.45,277.0,277.0,277.0
SAL10553,Breakfast Creek,NSW,44.0,52.61,0.0,0.0,0.0
SAL10554,Breakfast Point,NSW,4678.0,0.76,680.0,680.0,680.0
SAL10555,Bream Beach,NSW,9.0,0.81,0.0,0.0,0.0
SAL10556,Bredbo,NSW,392.0,376.93,400.0,400.0,400.0
SAL10557,Breelong,NSW,85.0,365.14,0.0,0.0,0.0
SAL10558,Breeza,NSW,124.0,431.41,150.0,150.0,150.0
SAL10559,Bretti,NSW,24.0,102.81,0.0,0.0,0.0
SAL10560,Brewarrina,NSW,931.0,5328.4,150.0,150.0,150.0
SAL10561,Brewongle,NSW,151.0,63.11,370.0,370.0,370.0
SAL10562,Briarbrook,NSW,19.0,134.37,160.0,160.0,160.0
SAL10563,Bribbaree,NSW,144.0,440.87,175.0,175.0,175.0
SAL10564,Bridgman,NSW,242.0,98.57,435.0,435.0,435.0
SAL10565,Brierfield,NSW,322.0,70.38,350.0,350.0,350.0
SAL10566,Brighton-Le-Sands,NSW,8336.0,2.33,450.0,450.0,450.0
SAL10567,Brightwaters,NSW,875.0,2.42,390.0,390.0,390.0
SAL10568,Bril Bril,NSW,0.0,63.89,0.0,0.0,0.0
SAL10569,Brimbin,NSW,75.0,38.63,450.0,450.0,450.0
SAL10570,Brindabella,NSW,24.0,769.23,0.0,0.0,0.0
SAL10571,Brinerville,NSW,0.0,322.05,0.0,0.0,0.0
SAL10572,Bringelly,NSW,2433.0,58.58,500.0,500.0,500.0
SAL10573,Bringenbrong,NSW,48.0,122.52,200.0,200.0,200.0
SAL10574,Brisbane Grove,NSW,147.0,24.86,314.0,314.0,314.0
SAL10575,Broadmeadow,NSW,1688.0,2.95,400.0,400.0,400.0
SAL10576,Broadwater (Bega Valley - Nsw),NSW,148.0,8.33,250.0,250.0,250.0
SAL10577,Broadwater (Richmond Valley - Nsw),NSW,670.0,75.82,250.0,250.0,250.0
SAL10578,Broadway,NSW,63.0,157.79,0.0,0.0,0.0
SAL10579,Brobenah,NSW,12.0,144.57,0.0,0.0,0.0
SAL10580,Brocklehurst,NSW,308.0,114.25,320.0,320.0,320.0
SAL10581,Brocklesby,NSW,218.0,303.23,158.0,158.0,158.0
SAL10582,Brockley,NSW,51.0,99.96,290.0,290.0,290.0
SAL10583,Brodies Plains,NSW,56.0,41.97,270.0,270.0,270.0
SAL10584,Brogans Creek,NSW,4.0,70.8,0.0,0.0,0.0
SAL10585,Brogers Creek,NSW,49.0,15.87,225.0,225.0,225.0
SAL10586,Brogo,NSW,581.0,613.36,250.0,250.0,250.0
SAL10587,Broke (Nsw),NSW,557.0,254.84,365.0,365.0,365.0
SAL10588,Broken Head,NSW,385.0,34.07,490.0,490.0,490.0
SAL10589,Broken Hill,NSW,17706.0,18305.28,220.0,220.0,220.0
SAL10590,Brombin,NSW,127.0,16.37,250.0,250.0,250.0
SAL10591,Bronte,NSW,7166.0,1.94,675.0,675.0,675.0
SAL10592,Brookdale (Nsw),NSW,50.0,224.05,150.0,150.0,150.0
SAL10593,Brookfield (Nsw),NSW,224.0,52.99,130.0,130.0,130.0
SAL10594,Brooklana,NSW,42.0,120.84,150.0,150.0,150.0
SAL10595,Brooklet,NSW,253.0,17.11,440.0,440.0,440.0
SAL10596,Brooklyn (Nsw),NSW,737.0,46.43,470.0,470.0,470.0
SAL10597,Brookong,NSW,21.0,273.68,200.0,200.0,200.0
SAL10598,Brookvale,NSW,3389.0,3.18,550.0,550.0,550.0
SAL10599,Brooman,NSW,26.0,132.87,150.0,150.0,150.0
SAL10600,Brooms Head,NSW,271.0,78.24,280.0,280.0,280.0
SAL10601,Broughams Gate,NSW,34.0,9309.85,5.0,5.0,5.0
SAL10602,Broughton (Nsw),NSW,85.0,10.36,685.0,685.0,685.0
SAL10603,Broughton Vale,NSW,180.0,27.54,325.0,325.0,325.0
SAL10604,Broughton Village,NSW,95.0,14.19,600.0,600.0,600.0
SAL10605,Broulee,NSW,1947.0,27.51,380.0,380.0,380.0
SAL10606,Brownlow Hill,NSW,384.0,14.33,360.0,360.0,360.0
SAL10607,Browns Creek,NSW,120.0,80.12,165.0,165.0,165.0
SAL10608,Browns Mountain,NSW,20.0,18.66,165.0,165.0,165.0
SAL10609,Brownsville,NSW,524.0,1.43,320.0,320.0,320.0
SAL10610,Brucedale,NSW,184.0,73.5,370.0,370.0,370.0
SAL10611,Bruie Plains,NSW,28.0,307.58,0.0,0.0,0.0
SAL10612,Bruinbun,NSW,34.0,221.07,0.0,0.0,0.0
SAL10613,Brumby Plains,NSW,0.0,52.87,0.0,0.0,0.0
SAL10614,Brundee,NSW,49.0,12.54,225.0,225.0,225.0
SAL10615,Brungle,NSW,146.0,46.3,178.0,178.0,178.0
SAL10616,Brungle Creek,NSW,28.0,89.93,40.0,40.0,40.0
SAL10617,Brunkerville,NSW,216.0,20.45,350.0,350.0,350.0
SAL10618,Brunswick Heads,NSW,1905.0,18.59,440.0,440.0,440.0
SAL10619,Brushgrove,NSW,181.0,3.48,298.0,298.0,298.0
SAL10620,Brushy Creek,NSW,37.0,121.07,170.0,170.0,170.0
SAL10621,Buangla,NSW,0.0,51.61,0.0,0.0,0.0
SAL10622,Bucca (Nsw),NSW,614.0,113.12,400.0,400.0,400.0
SAL10623,Bucca Wauka,NSW,80.0,61.87,305.0,305.0,305.0
SAL10624,Buccarumbi,NSW,30.0,396.62,0.0,0.0,0.0
SAL10625,Buchanan (Nsw),NSW,212.0,43.37,460.0,460.0,460.0
SAL10626,Buckajo,NSW,322.0,116.39,270.0,270.0,270.0
SAL10627,Buckaroo,NSW,138.0,48.23,430.0,430.0,430.0
SAL10628,Buckenbowra,NSW,16.0,407.46,0.0,0.0,0.0
SAL10629,Buckenderra,NSW,21.0,129.52,79.0,79.0,79.0
SAL10630,Buckendoon,NSW,48.0,16.76,350.0,350.0,350.0
SAL10631,Bucketty,NSW,165.0,31.29,305.0,305.0,305.0
SAL10632,Buckra Bendinni,NSW,123.0,129.66,260.0,260.0,260.0
SAL10633,Budawang,NSW,29.0,299.85,330.0,330.0,330.0
SAL10634,Buddabadah,NSW,40.0,1152.8,100.0,100.0,100.0
SAL10635,Budden,NSW,16.0,119.74,16.0,16.0,16.0
SAL10636,Budderoo,NSW,0.0,60.02,0.0,0.0,0.0
SAL10637,Buddong,NSW,0.0,201.67,0.0,0.0,0.0
SAL10638,Budgee Budgee (Nsw),NSW,241.0,42.62,485.0,485.0,485.0
SAL10639,Budgewoi,NSW,3497.0,4.0,350.0,350.0,350.0
SAL10640,Budgewoi Peninsula,NSW,0.0,4.37,0.0,0.0,0.0
SAL10641,Budgong,NSW,87.0,63.06,0.0,0.0,0.0
SAL10642,Buff Point,NSW,3559.0,3.0,380.0,380.0,380.0
SAL10643,Bugaldie,NSW,162.0,504.6,230.0,230.0,230.0
SAL10644,Bukalong,NSW,8.0,112.88,0.0,0.0,0.0
SAL10645,Bukkulla,NSW,149.0,363.12,210.0,210.0,210.0
SAL10646,Bulahdelah,NSW,1538.0,242.07,295.0,295.0,295.0
SAL10647,Bulee,NSW,0.0,83.7,0.0,0.0,0.0
SAL10648,Bulga (Nsw),NSW,418.0,180.08,423.0,423.0,423.0
SAL10649,Bulga Forest,NSW,5.0,355.4,0.0,0.0,0.0
SAL10650,Bulgary,NSW,13.0,112.94,160.0,160.0,160.0
SAL10651,Bulla (Nsw),NSW,0.0,3249.27,0.0,0.0,0.0
SAL10652,Bulla Creek,NSW,49.0,91.87,220.0,220.0,220.0
SAL10653,Bullaburra,NSW,1300.0,8.9,400.0,400.0,400.0
SAL10654,Bullagreen,NSW,44.0,615.65,50.0,50.0,50.0
SAL10655,Bullarah,NSW,103.0,2122.61,120.0,120.0,120.0
SAL10656,Bullatale,NSW,41.0,810.78,0.0,0.0,0.0
SAL10657,Bullawa Creek,NSW,130.0,217.57,280.0,280.0,280.0
SAL10658,Bulldog,NSW,15.0,48.18,350.0,350.0,350.0
SAL10659,Bulli,NSW,6798.0,12.73,370.0,370.0,370.0
SAL10660,Bulliac,NSW,44.0,80.88,240.0,240.0,240.0
SAL10661,Bullio,NSW,79.0,158.45,185.0,185.0,185.0
SAL10662,Bulyeroi,NSW,28.0,209.2,0.0,0.0,0.0
SAL10663,Bumbaldry,NSW,107.0,355.86,175.0,175.0,175.0
SAL10664,Bumbalong,NSW,3.0,76.59,0.0,0.0,0.0
SAL10665,Bundabah,NSW,140.0,4.37,345.0,345.0,345.0
SAL10666,Bundagen,NSW,96.0,31.88,30.0,30.0,30.0
SAL10667,Bundanoon (Nsw),NSW,2869.0,87.24,400.0,400.0,400.0
SAL10668,Bundarra,NSW,674.0,1302.81,200.0,200.0,200.0
SAL10669,Bundeena,NSW,2103.0,1.72,554.0,554.0,554.0
SAL10670,Bundella,NSW,53.0,476.55,0.0,0.0,0.0
SAL10671,Bundemar,NSW,38.0,632.41,0.0,0.0,0.0
SAL10672,Bundewallah,NSW,34.0,8.8,0.0,0.0,0.0
SAL10673,Bundook,NSW,114.0,70.38,275.0,275.0,275.0
SAL10674,Bundure,NSW,17.0,751.51,0.0,0.0,0.0
SAL10675,Bungaba,NSW,88.0,170.71,200.0,200.0,200.0
SAL10676,Bungabbee,NSW,3.0,11.23,0.0,0.0,0.0
SAL10677,Bungalora,NSW,73.0,4.33,200.0,200.0,200.0
SAL10678,Bungarby,NSW,80.0,496.51,160.0,160.0,160.0
SAL10679,Bungarribee,NSW,3177.0,3.57,453.0,453.0,453.0
SAL10680,Bungawalbin,NSW,138.0,120.55,375.0,375.0,375.0
SAL10681,Bungendore,NSW,4745.0,447.52,510.0,510.0,510.0
SAL10682,Bungonia,NSW,469.0,484.14,320.0,320.0,320.0
SAL10683,Bungowannah,NSW,175.0,179.91,225.0,225.0,225.0
SAL10684,Bungwahl,NSW,249.0,86.18,320.0,320.0,320.0
SAL10685,Bunnaloo,NSW,107.0,501.8,75.0,75.0,75.0
SAL10686,Bunnan,NSW,94.0,284.36,150.0,150.0,150.0
SAL10687,Bunyah,NSW,130.0,194.97,316.0,316.0,316.0
SAL10688,Bunyan,NSW,192.0,114.23,400.0,400.0,400.0
SAL10689,Burcher,NSW,82.0,768.95,110.0,110.0,110.0
SAL10690,Bureen,NSW,70.0,49.33,300.0,300.0,300.0
SAL10691,Burnt Bridge,NSW,110.0,5.36,178.0,178.0,178.0
SAL10692,Burnt Yards,NSW,39.0,69.16,125.0,125.0,125.0
SAL10693,Buronga,NSW,1252.0,22.64,203.0,203.0,203.0
SAL10694,Burra (Queanbeyan-Palerang Regional - Nsw),NSW,790.0,149.84,380.0,380.0,380.0
SAL10695,Burra (Snowy Valleys - Nsw),NSW,47.0,144.5,180.0,180.0,180.0
SAL10696,Burra Creek,NSW,71.0,395.08,120.0,120.0,120.0
SAL10697,Burraboi,NSW,106.0,463.31,100.0,100.0,100.0
SAL10698,Burradoo,NSW,2879.0,18.37,550.0,550.0,550.0
SAL10699,Burraga,NSW,82.0,165.05,78.0,78.0,78.0
SAL10700,Burragate,NSW,96.0,118.69,250.0,250.0,250.0
SAL10701,Burrandana,NSW,23.0,59.69,200.0,200.0,200.0
SAL10702,Burraneer,NSW,3719.0,2.12,660.0,660.0,660.0
SAL10703,Burrangong,NSW,261.0,28.42,243.0,243.0,243.0
SAL10704,Burrapine,NSW,58.0,52.81,250.0,250.0,250.0
SAL10705,Burrawang,NSW,431.0,27.53,500.0,500.0,500.0
SAL10706,Burrell Creek,NSW,233.0,46.49,330.0,330.0,330.0
SAL10707,Burren Junction,NSW,225.0,1813.65,118.0,118.0,118.0
SAL10708,Burrier,NSW,70.0,18.09,200.0,200.0,200.0
SAL10709,Burrill Lake,NSW,1782.0,6.49,350.0,350.0,350.0
SAL10710,Burringbar,NSW,878.0,33.62,400.0,400.0,400.0
SAL10711,Burrinjuck,NSW,40.0,173.17,230.0,230.0,230.0
SAL10712,Burroway,NSW,171.0,603.06,270.0,270.0,270.0
SAL10713,Burrumbuttock,NSW,421.0,271.15,198.0,198.0,198.0
SAL10714,Burrundulla,NSW,140.0,26.67,420.0,420.0,420.0
SAL10715,Burrungubugge,NSW,43.0,664.26,250.0,250.0,250.0
SAL10716,Burwood (Nsw),NSW,18224.0,3.56,500.0,500.0,500.0
SAL10717,Burwood Heights,NSW,1134.0,0.33,475.0,475.0,475.0
SAL10718,Busby,NSW,4446.0,1.76,330.0,330.0,330.0
SAL10719,Busbys Flat,NSW,57.0,211.96,130.0,130.0,130.0
SAL10720,Bushells Ridge,NSW,8.0,9.86,450.0,450.0,450.0
SAL10721,Buttaba,NSW,1204.0,2.76,410.0,410.0,410.0
SAL10722,Buttai,NSW,52.0,10.05,346.0,346.0,346.0
SAL10723,Butterwick,NSW,190.0,17.05,650.0,650.0,650.0
SAL10724,Buxton (Nsw),NSW,2071.0,18.77,410.0,410.0,410.0
SAL10725,Byabarra,NSW,329.0,150.0,295.0,295.0,295.0
SAL10726,Byadbo Wilderness,NSW,0.0,947.15,0.0,0.0,0.0
SAL10727,Byangum,NSW,153.0,11.83,300.0,300.0,300.0
SAL10728,Bylong,NSW,19.0,186.68,30.0,30.0,30.0
SAL10729,Byng,NSW,52.0,54.44,303.0,303.0,303.0
SAL10730,Byrock,NSW,26.0,4846.01,0.0,0.0,0.0
SAL10731,Byron Bay,NSW,6330.0,24.93,600.0,600.0,600.0
